MAE,RMSE,R2,Model
0.25535413090061626,0.3401015351173485,0.6108567874898516,Random Forest
0.28336704357446246,0.36478520483274485,0.5523210165060602,Gradient Boosting
0.2989089488618432,0.38745523237089236,0.49494888323284925,Linear Regression
0.2988195074059619,0.3874631271986374,0.49492830107595,Ridge
0.3043877204886053,0.3960699293571032,0.4722405515344954,Lasso
